_ID	KIND	SPEAKER	MATCH	SPATIAL	CATEGORY	COUNT
81	F	P	back	1	location and directions	1
81	F	P	bump	1	spatial features and properties	1
81	F	P	by	1	location and directions	2
81	F	P	can	0	question	1
81	F	P	close	1	location and directions	1
81	F	P	did	0	question	1
81	F	P	dirt	0	nature	1
81	F	P	do	0	question	1
81	F	P	down	1	location and directions	3
81	F	P	front	1	location and directions	1
81	F	P	how	0	question	1
81	F	P	in	1	location and directions	5
81	F	P	past	1	location and directions	3
81	F	P	some	1	continuous amount	1
81	F	P	tree	0	nature	1
81	F	P	under	1	location and directions	1
81	F	P	up	1	location and directions	4
81	F	P	what	0	question	5
81	F	P	will	0	question	1
81	F	P	with	1	location and directions	1
81	NF	C	around	1	location and directions	1
81	NF	C	away	1	location and directions	1
81	NF	C	bright	0	adjective	1
81	NF	C	can	0	question	2
81	NF	C	circle	1	shapes	1
81	NF	C	could	0	question	1
81	NF	C	ear	0	body part	1
81	NF	C	far	1	location and directions	1
81	NF	C	full	1	spatial dimension	2
81	NF	C	half 	1	continuous amount	1
