_ID	KIND	SPEAKER	WORD_TYP	WORD_TOK	PATT_TYP	PATT_TOK	SPA_TYP	SPA_TOK	SD_TYP	SD_TOK	SHA_TYP	SHA_TOK	LD_TYP	LD_TOK	CA_TYP	CA_TOK	SF_TYP	SF_TOK	OT_TYP	OT_TOK	ANI_TYP	ANI_TOK	NAT_TYP	NAT_TOK	BP_TYP	BP_TOK	COL_TYP	COL_TOK	ADJ_TYP	ADJ_TOK	Q_TYP	Q_TOK
91	12	E	58	290	14	95	5	23	0	0	0	0	4	17	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	72
92	12	C	33	92	11	16	6	11	0	0	0	0	4	7	2	4	0	0	0	0	2	2	0	0	1	1	1	1	0	0	1	1
92	12	E	52	261	15	71	6	22	0	0	0	0	4	12	1	9	0	0	1	1	0	0	0	0	1	1	1	1	0	0	7	47
93	12	C	48	129	13	31	6	22	0	0	0	0	3	11	1	3	1	3	1	5	0	0	0	0	2	3	0	0	0	0	5	6
93	12	E	46	159	12	45	7	16	0	0	0	0	4	6	1	7	1	2	1	1	0	0	0	0	0	0	0	0	0	0	5	29
94	12	C	47	130	10	19	4	12	0	0	0	0	3	7	1	5	0	0	0	0	0	0	1	1	1	1	0	0	0	0	4	5
94	12	E	71	251	19	70	7	15	0	0	0	0	6	9	1	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	11	54
95	12	C	21	57	8	18	2	8	0	0	0	0	2	8	0	0	0	0	0	0	3	5	0	0	3	5	0	0	0	0	0	0
95	12	E	60	410	21	101	5	23	0	0	0	0	4	14	1	9	0	0	0	0	3	6	0	0	2	3	0	0	0	0	11	69
96	12	C	27	51	4	5	2	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0
96	12	E	57	250	14	68	5	17	0	0	0	0	3	8	1	8	1	1	0	0	0	0	1	1	0	0	1	1	0	0	7	49
97	12	C	21	70	4	8	2	6	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	2
97	12	E	48	311	10	87	5	32	0	0	0	0	3	17	1	13	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	55
98	12	C	35	82	6	10	5	9	0	0	0	0	2	5	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	1	1
98	12	E	39	178	8	46	3	11	0	0	0	0	2	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35
99	12	C	34	80	5	13	3	7	0	0	0	0	2	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	6
99	12	E	46	195	13	51	5	11	0	0	0	0	3	7	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	40
